carat,cut,color,price
1.02,Very Good,J,3879
0.75,Ideal,G,3879
0.9,Premium,G,3879
0.9,Premium,G,3879
0.74,Ideal,F,3879
0.9,Very Good,I,3880
0.9,Good,D,3880
0.9,Very Good,D,3880
0.9,Very Good,D,3880
0.93,Very Good,D,3880
1.2,Very Good,J,3880
1.12,Good,J,3880
1.0,Good,E,3880
0.71,Ideal,F,3880
0.82,Ideal,G,3880
0.73,Ideal,F,3880
1.26,Fair,H,3881
0.9,Good,F,3881
0.9,Premium,F,3881
0.9,Premium,F,3881
0.9,Very Good,F,3881
0.9,Very Good,F,3881
1.0,Premium,F,3881
1.05,Good,J,3881
1.0,Ideal,I,3881
0.9,Good,H,3881
0.9,Ideal,F,3881
0.91,Very Good,H,3881
0.91,Premium,H,3881
1.0,Premium,F,3881
1.11,Very Good,I,3882
1.09,Ideal,F,3882
1.13,Premium,D,3883
1.29,Very Good,J,3884
0.91,Ideal,G,3884
0.91,Very Good,G,3884
0.9,Good,E,3884
1.02,Good,H,3884
0.8,Ideal,F,3884
0.8,Ideal,F,3884
0.95,Ideal,I,3884
0.97,Ideal,F,3884
1.01,Very Good,I,3885
0.91,Very Good,F,3885
1.01,Good,F,3886
1.01,Good,F,3886
0.94,Very Good,E,3886
1.05,Premium,E,3886
1.18,Ideal,D,3886
1.01,Fair,J,3886
0.91,Very Good,H,3887
0.7,Very Good,F,3887
1.01,Very Good,H,3888
1.01,Very Good,I,3888
1.01,Very Good,I,3888
1.01,Good,H,3888
1.01,Very Good,I,3888
1.01,Very Good,I,3888
0.73,Ideal,F,3888
0.74,Ideal,E,3888
0.91,Premium,D,3889
1.0,Good,E,3889
1.0,Fair,E,3889
1.12,Premium,H,3889
0.3,Very Good,D,574
0.3,Premium,D,574
0.3,Premium,D,574
0.3,Premium,D,574
0.3,Premium,D,574
0.3,Premium,D,574
0.33,Good,E,574
0.25,Very Good,F,575
0.25,Very Good,F,575
0.25,Very Good,F,575
0.25,Very Good,F,575
0.25,Very Good,F,575
0.25,Very Good,F,575
0.27,Very Good,E,575
0.25,Very Good,E,575
0.25,Very Good,E,575
0.27,Very Good,E,575
0.25,Very Good,E,575
0.25,Very Good,E,575
0.25,Very Good,E,575
0.25,Very Good,E,575
0.25,Very Good,E,575
0.25,Very Good,E,575
0.25,Very Good,E,575
0.25,Very Good,E,575
0.25,Very Good,D,575
0.27,Very Good,D,575
0.25,Very Good,D,575
0.25,Very Good,E,575
0.25,Very Good,E,575
0.9,Very Good,H,3890
1.09,Very Good,D,3890
0.8,Ideal,E,3890
0.9,Good,H,3890
0.92,Good,D,3891
0.91,Very Good,G,3891
1.1,Fair,E,3891
1.02,Premium,G,3892
1.03,Good,H,3892
1.03,Fair,I,3892
0.9,Very Good,F,3893
0.9,Good,F,3893
1.03,Ideal,J,3893
0.91,Good,F,3893
0.9,Ideal,G,3894
1.18,Very Good,E,3894
1.0,Good,D,3894
0.9,Very Good,E,3894
0.76,Premium,D,3894
0.98,Very Good,E,3895
1.01,Good,G,3895
1.01,Good,F,3895
0.9,Good,E,3895
0.92,Premium,I,3895
0.93,Good,F,3896
0.72,Ideal,D,3896
1.24,Premium,G,3896
1.04,Premium,G,3896
1.01,Premium,F,3897
1.01,Premium,F,3897
1.01,Premium,F,3897
1.01,Good,F,3897
1.01,Very Good,F,3897
1.01,Premium,J,3897
1.01,Good,F,3897
0.78,Very Good,E,3898
0.9,Very Good,F,3898
0.9,Good,F,3898
0.91,Premium,E,3898
1.05,Premium,G,3898
1.13,Premium,E,3898
0.91,Ideal,E,3898
0.91,Ideal,E,3898
1.05,Good,G,3898
1.01,Premium,I,3899
1.18,Fair,D,3899
0.73,Ideal,F,3900
1.11,Very Good,J,3901
0.7,Ideal,E,3901
1.06,Premium,F,3901
1.29,Premium,E,3901
0.9,Very Good,E,3902
0.9,Very Good,E,3902
1.04,Premium,H,3902
0.9,Good,H,3902
0.72,Very Good,E,3903
1.03,Very Good,F,3903
1.01,Good,H,3903
1.01,Premium,F,3903
0.82,Ideal,E,3903
1.02,Premium,G,3904
1.01,Very Good,J,3905
1.23,Ideal,H,3905
1.0,Good,F,3906
1.0,Very Good,F,3906
1.0,Very Good,F,3906
1.01,Very Good,J,3906
0.91,Ideal,I,3906
1.0,Good,G,3906
0.71,Very Good,E,3907
0.95,Premium,E,3907
0.9,Ideal,I,3908
1.24,Very Good,J,3908
0.9,Very Good,G,3909
0.71,Ideal,G,3909
1.02,Good,D,3909
1.02,Good,D,3909
0.9,Very Good,G,3910
0.91,Very Good,D,3910
0.92,Premium,F,3910
0.77,Very Good,E,3911
0.91,Premium,E,3911
0.91,Very Good,D,3911
0.97,Premium,H,3911
1.02,Ideal,I,3913
0.73,Ideal,G,3913
0.8,Ideal,F,3913
0.81,Ideal,E,3913
1.18,Premium,J,3913
1.39,Very Good,I,3914
1.04,Premium,E,3914
1.02,Ideal,H,3915
0.66,Ideal,D,3915
0.94,Ideal,E,3915
1.0,Premium,H,3915
0.92,Premium,H,3916
1.01,Fair,E,3916
1.11,Good,J,3916
0.92,Good,D,3916
0.92,Premium,G,3916
0.77,Very Good,F,3917
0.9,Premium,E,3917
1.1,Good,F,3918
0.9,Good,G,3918
0.9,Very Good,D,3918
0.95,Ideal,I,3918
1.1,Premium,F,3918
1.0,Premium,I,3918
0.9,Very Good,G,3919
0.9,Very Good,H,3919
0.9,Good,H,3919
0.9,Premium,H,3919
1.0,Premium,H,3920
1.01,Premium,F,3920
0.92,Very Good,F,3920
1.0,Fair,I,3920
1.0,Good,I,3920
1.0,Very Good,G,3920
1.0,Premium,H,3920
1.0,Premium,H,3920
1.0,Very Good,H,3920
1.0,Good,I,3920
1.0,Good,J,3920
1.0,Good,I,3920
1.0,Premium,F,3920
0.7,Very Good,D,3920
1.0,Premium,J,3920
0.51,Fair,F,3920
0.91,Premium,H,3921
0.91,Good,H,3921
1.03,Ideal,J,3921
0.9,Good,G,3921
0.88,Premium,F,3921
0.74,Ideal,G,3922
1.03,Ideal,J,3922
0.78,Very Good,D,3923
1.01,Premium,G,3923
0.81,Ideal,G,3923
1.01,Good,G,3923
0.92,Fair,H,3924
0.91,Very Good,H,3924
0.9,Premium,E,3924
0.85,Ideal,E,3924
0.9,Very Good,E,3924
1.04,Very Good,J,3924
0.91,Good,F,3924
0.91,Good,F,3924
1.03,Ideal,I,3925
1.18,Premium,I,3925
1.01,Ideal,J,3926
1.01,Good,H,3926
1.02,Very Good,I,3927
1.02,Ideal,H,3927
1.02,Very Good,H,3927
1.02,Very Good,I,3927
0.76,Ideal,G,3927
1.01,Premium,E,3928
1.03,Good,G,3929
1.0,Ideal,J,3929
0.8,Ideal,E,3930
0.9,Fair,F,3931
0.9,Premium,I,3931
0.9,Good,G,3931
0.9,Ideal,G,3931
0.9,Fair,D,3931
1.04,Ideal,J,3931
0.9,Premium,G,3931
0.9,Ideal,G,3931
1.08,Premium,F,3931
1.2,Ideal,I,3931
1.01,Good,D,3932
0.92,Premium,I,3932
1.06,Ideal,J,3932
0.9,Premium,H,3933
0.93,Very Good,G,3933
0.83,Ideal,D,3933
0.9,Good,E,3933
0.81,Ideal,F,3933
0.81,Ideal,E,3935
1.06,Ideal,G,3936
0.91,Very Good,F,3936
0.91,Very Good,E,3936
0.9,Premium,F,3936
0.84,Ideal,G,3936
0.92,Good,D,3936
1.02,Ideal,J,3936
0.71,Premium,E,3936
0.73,Ideal,D,3937
0.93,Premium,H,3937
0.94,Very Good,F,3938
1.02,Good,H,3940
1.0,Good,G,3941
1.0,Good,G,3941
0.93,Ideal,F,3941
0.92,Ideal,E,3941
0.92,Premium,E,3941
0.92,Premium,E,3941
0.92,Ideal,E,3941
0.92,Ideal,E,3941
1.12,Premium,E,3942
1.28,Premium,I,3942
1.1,Ideal,E,3942
0.91,Premium,D,3943
1.01,Premium,I,3944
0.9,Fair,D,3945
1.01,Ideal,F,3945
1.01,Very Good,F,3945
1.01,Very Good,F,3945
0.9,Very Good,G,3945
0.96,Ideal,G,3945
0.9,Good,E,3945
1.03,Premium,H,3945
1.12,Ideal,G,3945
0.9,Good,I,3946
0.93,Good,I,3946
1.02,Very Good,E,3947
0.72,Ideal,E,3947
0.74,Very Good,F,3948
0.97,Premium,I,3948
0.76,Ideal,H,3948
0.9,Good,E,3948
1.01,Good,G,3948
0.91,Premium,D,3949
0.7,Ideal,G,3949
1.0,Good,G,3949
0.9,Good,F,3950
0.9,Very Good,F,3950
0.9,Very Good,F,3950
0.9,Good,F,3950
0.9,Very Good,F,3950
0.9,Very Good,F,3950
0.9,Good,F,3950
0.9,Good,F,3950
0.9,Very Good,F,3950
0.9,Good,F,3950
0.9,Ideal,F,3950
0.9,Very Good,F,3950
0.9,Good,F,3950
1.14,Premium,D,3950
0.9,Very Good,F,3950
0.9,Very Good,F,3950
0.9,Very Good,F,3950
0.9,Very Good,F,3950
0.76,Good,D,3950
0.9,Premium,F,3951
0.72,Premium,E,3951
1.2,Premium,J,3951
1.12,Good,J,3951
0.9,Premium,F,3951
1.0,Fair,I,3951
1.05,Premium,E,3951
0.96,Very Good,G,3951
0.72,Very Good,F,3952
1.13,Good,F,3952
1.01,Very Good,J,3952
0.71,Premium,D,3952
0.8,Ideal,F,3953
1.04,Ideal,I,3953
0.8,Very Good,F,3954
0.9,Very Good,F,3954
0.91,Ideal,I,3954
0.9,Good,F,3954
1.16,Ideal,J,3955
0.71,Ideal,G,3955
1.11,Very Good,I,3956
1.03,Premium,J,3957
0.91,Premium,D,3958
1.06,Very Good,H,3958
0.9,Ideal,E,3958
1.01,Premium,H,3959
1.01,Premium,H,3959
1.01,Good,H,3959
1.01,Premium,H,3959
1.01,Premium,I,3959
1.01,Good,D,3959
1.01,Very Good,H,3959
1.01,Good,I,3959
0.97,Very Good,G,3960
1.04,Premium,I,3960
0.91,Very Good,G,3961
0.75,Ideal,D,3961
0.91,Premium,E,3961
1.09,Premium,D,3961
0.88,Ideal,D,3962
0.91,Very Good,F,3963
0.94,Very Good,E,3963
0.91,Premium,H,3963
0.9,Very Good,H,3964
0.9,Very Good,H,3964
1.21,Very Good,I,3964
1.0,Fair,G,3965
1.18,Very Good,E,3965
1.18,Premium,E,3965
1.0,Good,D,3965
1.0,Good,D,3965
1.0,Fair,G,3965
1.0,Very Good,D,3965
1.0,Very Good,D,3965
1.0,Good,G,3965
1.0,Fair,D,3965
0.25,Very Good,E,575
0.25,Very Good,E,575
0.33,Very Good,I,575
0.3,Very Good,E,575
0.32,Ideal,I,575
0.32,Ideal,I,575
0.25,Ideal,F,575
0.33,Ideal,D,575
0.25,Good,E,575
0.37,Good,F,575
0.32,Very Good,G,576
0.32,Ideal,H,576
0.32,Premium,E,576
0.32,Ideal,E,576
0.32,Premium,E,576
0.32,Ideal,E,576
0.32,Ideal,I,576
0.32,Ideal,I,576
0.32,Ideal,I,576
0.32,Premium,I,576
0.32,Ideal,I,576
0.32,Ideal,I,576
0.32,Ideal,I,576
0.32,Premium,I,576
0.32,Ideal,I,576
0.32,Ideal,I,576
0.32,Ideal,I,576
0.32,Ideal,I,576
0.32,Ideal,I,576
0.32,Premium,I,576
1.0,Fair,D,3965
1.2,Premium,H,3965
0.77,Very Good,G,3966
1.01,Very Good,G,3966
1.01,Very Good,G,3966
1.01,Very Good,G,3966
0.82,Ideal,E,3966
0.77,Premium,D,3966
0.8,Premium,E,3967
1.13,Very Good,E,3967
0.92,Very Good,F,3967
0.92,Premium,F,3967
0.9,Ideal,H,3967
1.09,Premium,I,3968
0.91,Ideal,E,3968
0.91,Ideal,E,3968
0.91,Very Good,E,3968
0.62,Ideal,D,3968
1.09,Premium,I,3968
1.02,Very Good,D,3971
1.01,Good,H,3971
1.01,Premium,I,3971
1.01,Premium,I,3971
0.8,Ideal,E,3972
0.8,Ideal,H,3972
0.9,Good,I,3972
1.02,Fair,H,3972
0.91,Good,E,3973
0.7,Very Good,F,3974
1.02,Very Good,F,3974
1.03,Premium,F,3974
1.0,Very Good,H,3975
0.9,Very Good,D,3975
0.9,Very Good,D,3975
0.81,Ideal,E,3975
1.06,Ideal,I,3975
0.96,Good,H,3975
1.0,Fair,F,3975
0.91,Premium,G,3975
0.91,Premium,G,3975
0.91,Premium,G,3975
0.91,Premium,G,3975
0.9,Good,G,3976
1.23,Good,D,3977
0.97,Very Good,F,3977
0.9,Very Good,F,3977
0.9,Good,G,3977
1.0,Good,F,3977
1.0,Premium,F,3977
1.06,Ideal,E,3977
1.11,Premium,I,3978
0.82,Ideal,E,3979
0.91,Good,H,3979
1.02,Very Good,I,3980
0.77,Ideal,D,3980
0.73,Ideal,D,3980
1.08,Good,J,3980
1.08,Fair,J,3980
0.81,Very Good,G,3981
1.01,Premium,G,3981
1.01,Ideal,J,3982
1.02,Ideal,I,3983
1.02,Very Good,F,3984
0.83,Very Good,D,3984
0.9,Premium,G,3984
1.21,Fair,J,3984
0.95,Premium,H,3984
0.93,Premium,E,3984
1.04,Ideal,H,3984
1.17,Premium,F,3984
1.21,Premium,J,3984
0.93,Ideal,H,3985
1.39,Premium,I,3985
0.91,Ideal,G,3985
0.92,Very Good,G,3986
0.91,Very Good,E,3986
1.13,Very Good,I,3987
1.13,Premium,J,3987
1.13,Premium,I,3987
1.02,Ideal,H,3987
0.93,Ideal,H,3988
0.9,Premium,H,3989
0.9,Good,H,3989
0.9,Very Good,H,3989
0.9,Very Good,H,3989
0.9,Good,H,3989
0.9,Very Good,D,3989
0.96,Premium,D,3989
1.06,Premium,E,3989
1.05,Good,F,3989
0.7,Ideal,E,3990
0.93,Ideal,E,3990
0.9,Ideal,D,3990
0.93,Ideal,D,3990
0.83,Ideal,D,3990
0.9,Good,G,3990
1.25,Fair,H,3990
0.73,Ideal,F,3990
0.91,Ideal,G,3991
1.0,Very Good,J,3991
1.0,Very Good,H,3991
0.91,Very Good,F,3991
1.01,Fair,E,3991
1.0,Good,H,3991
1.0,Good,H,3991
1.01,Fair,F,3991
1.01,Ideal,I,3991
1.0,Premium,H,3991
1.08,Premium,F,3992
0.9,Very Good,I,3992
0.9,Fair,F,3992
0.9,Premium,F,3992
0.9,Very Good,F,3992
0.9,Good,F,3992
0.9,Very Good,F,3992
0.9,Ideal,F,3992
0.9,Premium,F,3992
0.81,Very Good,F,3992
0.9,Good,F,3992
0.91,Good,F,3993
0.74,Very Good,E,3993
0.97,Premium,F,3993
0.97,Premium,F,3993
0.91,Very Good,I,3994
0.95,Ideal,H,3994
0.91,Good,F,3994
1.06,Very Good,H,3996
0.77,Ideal,H,3996
1.02,Premium,F,3996
0.85,Very Good,E,3997
1.01,Ideal,J,3997
0.92,Ideal,D,3997
0.9,Very Good,D,3997
0.9,Very Good,D,3997
0.9,Very Good,D,3997
0.9,Premium,D,3997
0.9,Very Good,D,3997
1.03,Ideal,I,3997
1.01,Very Good,I,3998
1.01,Very Good,J,3998
0.91,Very Good,H,3998
1.02,Premium,H,3998
1.02,Good,I,3998
1.0,Premium,G,3998
1.19,Premium,H,3998
1.02,Very Good,H,3998
1.0,Premium,G,3998
1.01,Good,H,3999
1.01,Premium,H,3999
1.01,Ideal,I,3999
0.7,Ideal,E,4000
1.07,Very Good,I,4001
0.9,Ideal,G,4001
0.9,Ideal,H,4001
1.03,Good,G,4001
0.8,Very Good,G,4002
0.99,Very Good,J,4002
0.7,Very Good,D,4003
0.89,Very Good,E,4003
1.01,Ideal,G,4004
1.01,Very Good,F,4004
1.01,Good,F,4004
1.0,Good,E,4004
1.0,Very Good,E,4004
1.0,Very Good,E,4004
1.0,Very Good,E,4004
1.02,Very Good,H,4004
1.02,Very Good,H,4004
0.9,Very Good,F,4004
0.9,Good,F,4004
1.01,Fair,G,4004
1.01,Good,D,4004
1.1,Premium,H,4004
1.1,Premium,H,4004
0.75,Very Good,E,4005
0.9,Good,F,4006
0.9,Ideal,H,4007
0.75,Ideal,D,4007
0.71,Ideal,H,4007
1.06,Premium,I,4007
0.9,Premium,D,4007
0.9,Ideal,D,4007
1.01,Premium,F,4008
0.91,Very Good,I,4008
1.03,Ideal,J,4008
0.9,Ideal,G,4008
0.9,Ideal,G,4008
0.9,Ideal,G,4008
0.9,Good,G,4008
0.9,Very Good,F,4009
0.83,Ideal,F,4009
1.05,Very Good,E,4010
1.17,Good,G,4010
0.93,Premium,F,4010
0.93,Premium,F,4010
0.92,Very Good,E,4011
0.92,Premium,E,4011
0.92,Ideal,E,4011
0.92,Ideal,E,4011
0.92,Ideal,E,4011
0.9,Ideal,I,4011
1.01,Good,F,4011
1.01,Good,F,4011
1.27,Premium,J,4011
0.91,Very Good,H,4012
0.87,Ideal,D,4012
0.74,Ideal,F,4013
0.9,Good,F,4013
1.04,Very Good,F,4013
1.04,Ideal,I,4013
1.04,Premium,F,4013
0.71,Very Good,D,4014
1.12,Premium,H,4014
1.12,Premium,E,4014
1.0,Premium,E,4014
1.0,Very Good,H,4015
1.0,Good,I,4015
0.71,Ideal,G,4015
0.9,Ideal,H,4016
0.9,Good,F,4016
1.01,Good,I,4016
1.01,Very Good,F,4017
1.01,Premium,F,4017
1.01,Ideal,F,4017
1.25,Premium,J,4018
0.97,Very Good,I,4018
1.05,Premium,G,4018
0.91,Premium,H,4018
0.97,Premium,F,4020
0.97,Good,H,4020
1.07,Ideal,G,4021
0.9,Very Good,H,4021
0.9,Very Good,H,4021
1.15,Very Good,J,4021
0.7,Ideal,F,4021
0.7,Very Good,D,4022
1.01,Premium,G,4022
0.65,Ideal,D,4022
0.91,Ideal,I,4022
0.9,Good,G,4022
1.14,Premium,J,4022
0.9,Premium,G,4022
0.9,Premium,G,4022
1.14,Premium,D,4022
1.5,Premium,H,4022
1.5,Good,H,4022
1.0,Premium,F,4022
1.01,Very Good,H,4023
0.83,Ideal,E,4024
1.23,Ideal,H,4025
0.56,Very Good,D,4025
1.13,Good,F,4025
1.13,Premium,F,4025
0.91,Premium,F,4026
0.96,Premium,H,4026
1.0,Good,E,4026
0.71,Ideal,E,4027
0.94,Premium,E,4027
1.16,Ideal,J,4028
1.01,Good,F,4028
1.11,Premium,I,4028
1.11,Very Good,H,4028
1.0,Good,H,4028
1.11,Very Good,H,4029
0.71,Ideal,D,4029
0.71,Ideal,D,4029
0.71,Ideal,D,4029
0.71,Ideal,D,4029
0.71,Ideal,D,4029
0.91,Ideal,G,4029
0.71,Ideal,E,4030
0.83,Ideal,F,4030
0.91,Very Good,E,4031
1.06,Premium,H,4031
1.0,Premium,H,4032
1.0,Premium,J,4032
1.0,Ideal,J,4032
1.0,Premium,H,4032
0.57,Very Good,D,4032
0.9,Ideal,G,4032
1.0,Fair,E,4032
1.0,Fair,G,4032
1.0,Very Good,I,4032
1.2,Premium,H,4032
0.9,Premium,H,4032
1.01,Good,E,4032
1.0,Premium,H,4032
1.0,Good,I,4032
1.5,Premium,E,4032
0.93,Very Good,I,4033
0.91,Ideal,H,4033
1.0,Very Good,F,4033
0.9,Very Good,E,4034
0.9,Ideal,E,4034
0.9,Ideal,E,4034
1.03,Ideal,E,4035
1.0,Very Good,F,4036
0.9,Ideal,G,4036
1.0,Fair,F,4036
0.91,Premium,F,4036
0.32,Very Good,I,576
0.32,Premium,I,576
0.32,Ideal,I,576
0.32,Ideal,I,576
0.32,Very Good,I,576
0.32,Premium,H,576
0.32,Very Good,H,576
0.32,Premium,H,576
0.32,Premium,H,576
0.32,Premium,H,576
0.32,Very Good,H,576
0.32,Premium,E,576
0.32,Ideal,E,576
0.32,Premium,E,576
0.3,Premium,H,576
0.25,Very Good,F,576
0.25,Very Good,F,576
0.25,Premium,E,576
0.25,Ideal,E,576
0.25,Premium,E,576
0.25,Premium,E,576
0.25,Ideal,E,576
0.25,Premium,E,576
0.25,Premium,F,576
0.25,Very Good,E,576
0.25,Premium,E,576
0.25,Good,E,576
0.25,Ideal,E,576
0.25,Very Good,E,576
0.36,Premium,F,576
1.04,Premium,J,4036
0.77,Premium,D,4037
0.92,Premium,F,4037
0.92,Very Good,F,4037
0.92,Very Good,F,4037
1.0,Very Good,F,4037
1.02,Premium,H,4037
1.01,Premium,G,4038
1.01,Premium,G,4038
1.01,Premium,G,4038
1.03,Premium,I,4038
1.03,Fair,H,4038
1.01,Ideal,G,4038
1.01,Premium,G,4038
1.01,Ideal,G,4038
1.03,Premium,H,4038
1.02,Very Good,H,4039
1.02,Very Good,H,4039
0.76,Ideal,E,4039
0.77,Ideal,D,4039
0.92,Premium,H,4039
1.13,Premium,E,4040
0.74,Fair,D,4040
0.91,Very Good,D,4041
1.05,Very Good,H,4042
1.0,Very Good,H,4042
0.71,Ideal,E,4042
0.54,Ideal,D,4042
1.0,Good,I,4042
1.02,Premium,F,4043
0.8,Ideal,F,4043
0.8,Ideal,F,4043
1.04,Premium,J,4043
0.9,Ideal,H,4044
0.9,Premium,H,4044
1.01,Premium,E,4044
1.01,Ideal,E,4044
0.9,Ideal,G,4044
1.02,Premium,D,4044
1.01,Fair,H,4044
1.02,Premium,D,4044
1.02,Ideal,G,4044
1.02,Ideal,D,4044
1.02,Fair,G,4044
1.2,Fair,G,4044
0.91,Premium,G,4045
0.91,Very Good,G,4045
0.91,Premium,G,4045
0.91,Premium,G,4045
1.29,Very Good,G,4045
1.09,Premium,J,4046
0.79,Ideal,H,4046
1.01,Very Good,I,4047
0.9,Premium,F,4047
0.72,Ideal,D,4047
1.01,Good,G,4047
1.01,Fair,G,4047
1.09,Premium,G,4047
1.1,Ideal,H,4048
0.91,Very Good,F,4049
0.91,Ideal,G,4049
1.01,Good,F,4049
1.14,Very Good,F,4050
0.93,Premium,H,4050
1.23,Good,D,4050
0.91,Premium,D,4051
0.91,Premium,D,4051
0.91,Premium,D,4051
1.01,Very Good,H,4052
0.99,Good,F,4052
0.9,Premium,G,4052
0.71,Ideal,E,4053
0.71,Ideal,E,4053
0.8,Ideal,E,4053
1.0,Good,F,4053
0.94,Fair,F,4053
1.17,Good,J,4054
0.9,Very Good,E,4054
0.9,Very Good,E,4054
0.9,Very Good,F,4054
0.9,Very Good,F,4054
0.91,Very Good,F,4054
1.03,Ideal,J,4054
0.9,Ideal,F,4054
0.88,Ideal,F,4054
0.9,Good,G,4054
0.9,Good,E,4054
1.01,Premium,E,4054
1.11,Fair,J,4056
1.02,Premium,F,4057
1.06,Very Good,G,4057
0.9,Fair,E,4057
1.22,Very Good,J,4058
1.24,Fair,G,4058
0.9,Very Good,G,4059
1.04,Ideal,J,4059
0.9,Ideal,G,4059
0.96,Premium,G,4059
1.03,Very Good,G,4060
1.01,Good,G,4060
0.96,Very Good,D,4060
1.25,Very Good,H,4060
1.06,Good,H,4060
1.02,Premium,I,4061
0.9,Good,F,4062
0.9,Premium,F,4062
0.9,Very Good,E,4062
0.89,Ideal,G,4062
0.93,Premium,G,4062
0.9,Premium,E,4062
0.97,Premium,F,4063
0.97,Very Good,F,4063
0.97,Fair,F,4063
0.9,Premium,H,4064
0.9,Very Good,H,4064
1.01,Very Good,D,4064
1.01,Good,G,4064
1.01,Very Good,G,4064
0.96,Very Good,H,4064
0.9,Premium,H,4064
1.12,Premium,J,4064
1.12,Premium,J,4064
1.44,Premium,J,4064
0.9,Ideal,H,4064
0.9,Premium,H,4064
1.12,Premium,H,4065
1.1,Good,E,4065
0.92,Ideal,F,4065
1.0,Good,D,4065
0.91,Very Good,H,4066
0.91,Very Good,H,4066
1.12,Very Good,J,4066
1.1,Very Good,G,4066
0.91,Ideal,D,4067
0.91,Good,F,4067
0.9,Very Good,D,4068
0.9,Very Good,D,4068
0.9,Very Good,D,4068
0.9,Very Good,D,4068
0.9,Good,D,4068
0.9,Very Good,D,4068
0.92,Ideal,G,4068
0.95,Ideal,E,4068
0.84,Ideal,E,4068
0.8,Ideal,F,4070
0.95,Premium,E,4070
1.03,Premium,E,4070
1.1,Ideal,E,4071
1.18,Good,E,4071
1.12,Premium,D,4071
1.01,Premium,I,4072
1.01,Premium,G,4072
1.01,Very Good,F,4072
1.01,Premium,D,4072
0.9,Ideal,H,4072
0.9,Good,H,4072
1.01,Premium,H,4072
1.01,Good,H,4072
1.01,Fair,G,4072
1.01,Very Good,I,4072
1.01,Premium,F,4072
1.01,Good,F,4072
1.01,Premium,I,4072
1.01,Premium,I,4072
0.93,Premium,I,4073
1.11,Ideal,J,4073
0.9,Very Good,F,4074
0.99,Premium,F,4075
1.07,Premium,I,4075
1.11,Very Good,I,4075
1.0,Ideal,E,4077
0.91,Ideal,E,4077
0.92,Premium,H,4077
1.01,Good,F,4077
1.0,Good,E,4077
0.9,Ideal,G,4077
1.0,Premium,E,4077
1.12,Premium,H,4077
1.0,Premium,E,4077
1.0,Very Good,E,4077
1.0,Ideal,E,4077
1.12,Premium,H,4077
1.0,Premium,E,4077
1.04,Ideal,H,4077
1.04,Ideal,H,4077
1.12,Premium,I,4077
1.0,Premium,E,4077
1.0,Premium,I,4077
1.0,Fair,E,4077
0.9,Good,D,4078
0.9,Very Good,D,4078
0.9,Ideal,D,4078
1.03,Premium,H,4078
1.03,Ideal,I,4078
1.03,Premium,H,4078
1.09,Very Good,I,4078
1.01,Ideal,H,4078
1.01,Ideal,H,4078
0.97,Ideal,E,4078
1.06,Premium,E,4078
1.02,Premium,G,4078
1.19,Premium,G,4078
1.01,Good,G,4079
1.01,Ideal,G,4079
0.9,Premium,G,4079
1.0,Very Good,I,4080
0.91,Very Good,G,4081
0.9,Very Good,G,4081
1.0,Very Good,F,4081
1.0,Good,I,4081
1.0,Very Good,F,4081
1.0,Very Good,F,4081
1.0,Good,F,4081
1.0,Good,F,4081
0.93,Very Good,F,4081
0.93,Premium,F,4081
0.91,Very Good,F,4081
1.0,Good,H,4081
0.9,Very Good,H,4082
1.0,Very Good,F,4082
0.74,Ideal,E,4082
0.72,Ideal,D,4082
0.72,Ideal,D,4082
0.9,Premium,H,4082
0.9,Premium,H,4082
0.9,Premium,H,4082
0.9,Premium,H,4082
0.9,Premium,H,4082
0.9,Premium,H,4082
1.35,Premium,J,4082
1.1,Very Good,I,4083
1.12,Premium,G,4084
1.04,Very Good,G,4084
1.02,Very Good,I,4084
0.64,Ideal,D,4084
1.1,Good,G,4084
1.11,Very Good,J,4084
1.28,Good,H,4086
0.8,Ideal,E,4086
0.92,Good,D,4086
1.0,Good,H,4086
0.81,Ideal,D,4087
1.0,Very Good,F,4088
1.0,Premium,H,4088
0.9,Ideal,G,4088
1.0,Premium,H,4088
1.0,Very Good,I,4088
0.9,Very Good,I,4089
1.01,Premium,E,4089
0.85,Ideal,E,4089
0.92,Good,G,4089
1.09,Premium,I,4090
1.09,Premium,I,4090
0.9,Ideal,E,4091
1.17,Premium,F,4092
1.06,Ideal,I,4092
0.79,Ideal,I,4092
1.11,Ideal,J,4092
0.9,Very Good,E,4092
0.9,Premium,E,4092
0.9,Ideal,E,4092
0.9,Premium,E,4092
0.9,Very Good,E,4092
0.9,Good,G,4093
0.9,Very Good,G,4093
1.02,Good,H,4093
0.9,Ideal,I,4093
1.13,Premium,J,4093
1.08,Ideal,J,4093
0.72,Ideal,E,4094
1.0,Premium,G,4095
0.7,Very Good,D,4095
1.03,Good,F,4095
1.03,Ideal,E,4095
0.91,Ideal,H,4096
1.11,Premium,G,4096
0.92,Premium,D,4096
0.92,Premium,D,4096
1.5,Premium,F,4096
1.06,Premium,I,4096
0.95,Very Good,J,4098
0.94,Premium,E,4098
1.08,Premium,J,4098
1.23,Ideal,H,4098
0.9,Very Good,I,4099
1.01,Ideal,J,4099
0.9,Very Good,F,4099
1.22,Fair,I,4099
1.2,Ideal,J,4099
1.03,Very Good,H,4101
1.11,Ideal,J,4101
0.9,Ideal,H,4101
0.9,Ideal,H,4101
0.9,Ideal,H,4101
1.03,Good,F,4101
0.97,Ideal,G,4101
0.97,Premium,G,4101
1.11,Very Good,E,4102
1.11,Very Good,E,4102
